Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2008-01-23,76.02,77.19,74.12,76.57,13028100.0,0.0,1.0,57.79009870037696,58.67952800160612,56.34572633085952,58.20820649155306,13028100.0
2008-01-24,77.56,78.34,76.48,77.62,7449300.0,0.0,1.0,58.96080051567005,59.55375338315616,58.13978885299698,59.00641227470744,7449300.0
2008-01-25,78.57,79.67,76.97,77.03,7849500.0,0.0,1.0,59.72859845946616,60.56481404181837,58.512284885135685,58.55789664417308,7849500.0
2008-01-28,77.29,77.72,76.48,77.6,4864300.0,0.0,1.0,58.75554760000178,59.0824318731031,58.13978885299698,58.991208355028306,4864300.0
2008-01-29,80.05,81.06,78.27,80.96,9025500.0,0.0,1.0,60.853688515721856,61.621486459517975,59.500539664279195,61.545466861122314,9025500.0
2008-01-30,80.0,84.87,79.69,82.8699,11331100.0,0.0,1.0,60.81567871652403,64.51783315839243,60.580017961497504,62.99736517088094,11331100.0
2008-01-31,81.76,83.84,80.8,83.18,7887700.0,0.0,1.0,62.153623648287564,63.73483129491719,61.42383550368927,63.233101945505865,7887700.0
2008-02-01,83.01,83.99,81.85,82.76,6685900.0,0.0,1.0,63.10386862823325,63.84886069251066,62.22204128684365,62.91381963224411,6685900.0
2008-02-04,82.51,83.36,81.91,82.9,3106300.0,0.0,1.0,62.723770636254976,63.36993722261804,62.26765304588104,63.020247069998035,3106300.0
2008-02-05,81.61,82.78,81.35,81.69,4691600.0,0.0,1.0,62.03959425069408,62.929023551923244,61.841943294865374,62.1004099294106,4691600.0
2008-02-06,81.65,81.95,79.6,79.91,5331700.0,0.4,1.0,62.38070163749348,62.60990201093191,60.81449908566418,61.05133947155056,5331700.0
2008-02-07,79.4,80.24,78.71,79.75,6779000.0,0.0,1.0,60.661698836705234,61.30345988233284,60.134537977796825,60.9290992723834,6779000.0
2008-02-08,79.48,80.14,78.81,79.33,4343300.0,0.0,1.0,60.72281893628881,61.22705975785336,60.21093810227631,60.608218749569595,4343300.0
2008-02-11,79.46,81.39,78.85,81.13,4898200.0,0.0,1.0,60.70753891139291,62.18206131384683,60.2414981520681,61.98342099020019,4898200.0
2008-02-12,82.11,84.53,81.44,83.56,7980000.0,0.0,1.0,62.73214221009907,64.58102522250243,62.22026137608657,63.8399440150515,7980000.0
2008-02-13,84.38,85.63,84.01,85.48,6405000.0,0.0,1.0,64.4664250357832,65.42142659177668,64.18374457520915,65.30682640505746,6405000.0
2008-02-14,85.96,86.06,84.9,85.22,6631600.0,0.0,1.0,65.67354700255895,65.74994712703844,64.8637056830765,65.10818608141082,6631600.0
2008-02-15,85.37,85.42,84.17,85.18,5749300.0,0.0,1.0,65.22278626813005,65.26098633036978,64.30598477437631,65.07762603161903,5749300.0
2008-02-19,86.45,86.88,84.83,85.37,4158300.0,0.0,1.0,66.0479076125084,66.37642814777016,64.81022559594086,65.22278626813005,4158300.0
2008-02-20,84.51,84.69,82.95,84.0,7526400.0,0.0,1.0,64.56574519760653,64.70326542166958,63.37390325572668,64.1761045627612,7526400.0
2008-02-21,84.12,84.96,81.87,82.01,6688300.0,0.0,1.0,64.26778471213657,64.90954575776418,62.54878191134833,62.65574208561959,6688300.0
2008-02-22,82.51,83.21,81.75,83.04,5229100.0,0.0,1.0,63.037742708016985,63.57254357937332,62.45710176197295,63.442663367758215,5229100.0
2008-02-25,83.26,84.74,83.12,84.66,5450600.0,0.0,1.0,63.61074364161307,64.74146548390932,63.5037834673418,64.68034538432575,5450600.0
2008-02-26,85.12,85.12,83.9,84.57,5171700.0,0.0,1.0,65.03178595693134,65.03178595693134,64.09970443828172,64.61158527229422,5171700.0
2008-02-27,84.22,85.19,83.4,83.95,4675100.0,0.0,1.0,64.34418483661605,65.08526604406698,63.717703815884335,64.13790450052146,4675100.0
2008-02-28,83.8,85.0,82.73,84.8,5727400.0,0.0,1.0,64.02330431380224,64.94010580755598,63.20582298187183,64.78730555859701,5727400.0
2008-02-29,84.02,84.5,82.4,82.79,7667800.0,0.0,1.0,64.19138458765708,64.55810518515858,62.95370257108956,63.25166305655952,7667800.0
2008-03-03,80.05,80.89,79.25,80.67,9575400.0,0.0,1.0,61.15829964582183,61.800060691449445,60.54709864998601,61.63198041759459,9575400.0
2008-03-04,79.7,79.99,78.34,79.62,8209200.0,0.0,1.0,60.890899210143665,61.11245957113414,59.85185751722277,60.82977911056008,8209200.0
2008-03-05,79.87,81.32,79.67,80.7124,5669600.0,0.0,1.0,61.020779421758775,62.12858122671119,60.86797917279982,61.664374070373896,5669600.0
2008-03-06,80.6,80.72,79.38,79.51,4503500.0,0.0,1.0,61.57850033045895,61.67018047983433,60.646418811809326,60.745738973632655,4503500.0
2008-03-07,78.69,79.0,76.37,76.6,9657100.0,0.0,1.0,60.11925795290093,60.35609833878732,58.34677506497706,58.52249535127985,9657100.0
2008-03-10,76.5,76.71,74.38,74.38,9930500.0,0.0,1.0,58.446095226800374,58.60653548820727,56.82641258783545,56.82641258783545,9930500.0
2008-03-11,75.06,75.75,72.39,73.4,14137400.0,0.0,1.0,57.3459334342959,57.873094293204296,55.306050110693846,56.07769136793657,14137400.0
2008-03-12,73.99,74.75,72.13,72.45,8966800.0,0.0,1.0,56.528452102365485,57.10909304840952,55.1074097870472,55.351890185381535,8966800.0
2008-03-13,71.81,74.42,71.585,74.18,10850600.0,0.0,1.0,54.86292938871288,56.856972637627244,54.69102910863405,56.6736123388765,10850600.0
2008-03-14,75.79,77.19,75.13,76.23,13225400.0,0.0,1.0,57.90365434299609,58.97325608570877,57.399413521431526,58.23981489070579,13225400.0
2008-03-17,74.56,76.2,74.1356,75.49,5463100.0,0.0,1.0,56.96393281189851,58.21689485336194,56.639690683607604,57.674453969557646,5463100.0
2008-03-18,76.5,77.0,75.26,76.53,5644000.0,0.0,1.0,58.446095226800374,58.828095849197766,57.498733683254855,58.46901526414422,5644000.0
2008-03-19,77.0,77.0,73.45,73.45,9195600.0,0.0,1.0,58.828095849197766,58.828095849197766,56.11589143017631,56.11589143017631,9195600.0
2008-03-20,73.73,75.0,72.72,74.8,8086000.0,0.0,1.0,56.32981177871885,57.30009335960821,55.55817052147612,57.14729311064925,8086000.0
2008-03-24,75.25,76.48,74.79,76.29,4853800.0,0.0,1.0,57.491093670806904,58.43081520190449,57.139653098201315,58.285654965393476,4853800.0
2008-03-25,76.88,76.88,75.14,75.9,5969200.0,0.0,1.0,58.73641569982239,58.73641569982239,57.407053533879484,57.98769447992351,5969200.0
2008-03-26,75.6,76.5,75.6,76.3,4350600.0,0.0,1.0,57.758494106485074,58.446095226800374,57.758494106485074,58.29329497784142,4350600.0
2008-03-27,75.5,76.36,74.14,74.22,7709400.0,0.0,1.0,57.6820939820056,58.33913505252911,56.64305228908471,56.70417238866828,7709400.0
2008-03-28,74.44,74.63,73.08,73.47,4616800.0,0.0,1.0,56.87225266252314,57.01741289903414,55.83321096960224,56.131171455072206,4616800.0
2008-03-31,74.17,74.58,73.4,74.37,7394800.0,0.0,1.0,56.66597232642855,56.9792128367944,56.07769136793657,56.818772575387506,7394800.0
2008-04-01,75.34,75.89,74.8,75.88,5956000.0,0.0,1.0,57.55985378283844,57.98005446747556,57.14729311064925,57.97241445502761,5956000.0
2008-04-02,76.1,77.19,75.73,76.85,6121500.0,0.0,1.0,58.14049472888246,58.97325608570877,57.8578142683084,58.71349566247854,6121500.0
2008-04-03,76.55,77.22,75.9,76.14,5597100.0,0.0,1.0,58.48429528904011,58.996176123052614,57.98769447992351,58.171054778674254,5597100.0
2008-04-04,76.04,76.63,75.33,75.65,5086600.0,0.0,1.0,58.094654654194784,58.545415388623695,57.55221377039049,57.79669416872482,5086600.0
2008-04-07,76.53,76.53,74.88,74.98,5388700.0,0.0,1.0,58.46901526414422,58.46901526414422,57.208413210232834,57.28481333471232,5388700.0
2008-04-08,74.51,75.39,74.04,75.02,5597200.0,0.0,1.0,56.92573274965878,57.59805384507818,56.56665216460523,57.315373384504106,5597200.0
2008-04-09,76.72,79.9,76.31,78.6,19513400.0,0.0,1.0,58.61417550065523,61.04369945910262,58.30093499028937,60.050497840869404,19513400.0
2008-04-10,78.45,79.05,77.79,78.43,7873800.0,0.0,1.0,59.93589765415019,60.39429840102705,59.431656832585645,59.9206176292543,7873800.0
2008-04-11,77.65,78.41,76.72,76.86,5427700.0,0.0,1.0,59.32469665831437,59.905337604358394,58.61417550065523,58.721135674926494,5427700.0
2008-04-14,76.68,77.64,76.67,77.22,4926500.0,0.0,1.0,58.58361545086344,59.31705664586642,58.57597543841549,58.996176123052614,4926500.0
2008-04-15,77.5,77.67,75.6,75.7,6337700.0,0.0,1.0,59.21009647159515,59.33997668321027,57.758494106485074,57.83489423096456,6337700.0
2008-04-16,76.31,76.92,75.64,76.67,4895700.0,0.0,1.0,58.30093499028937,58.76697574961418,57.78905415627687,58.57597543841549,4895700.0
2008-04-17,76.4,77.26,76.4,76.91,3466400.0,0.0,1.0,58.369695102320904,59.02673617284441,58.369695102320904,58.75933573716623,3466400.0
2008-04-18,77.5,79.1,77.5,78.66,6742900.0,0.0,1.0,59.21009647159515,60.43249846326679,59.21009647159515,60.09633791555709,6742900.0
2008-04-21,78.71,79.37,78.17,79.09,4744200.0,0.0,1.0,60.134537977796825,60.63877879936139,59.72197730560765,60.424858450818846,4744200.0
2008-04-22,79.32,79.99,77.75,78.56,7615500.0,0.0,1.0,60.60057873712164,61.11245957113414,59.40109678279384,60.019937791077616,7615500.0
2008-04-23,80.65,83.36,79.57,82.09,15488400.0,0.0,1.0,61.616700392698704,63.68714376609254,60.79157904832034,62.716862185203176,15488400.0
2008-04-24,82.49,83.37,81.65,83.0,5755200.0,0.0,1.0,63.022462683121084,63.69478377854049,62.38070163749348,63.41210331796642,5755200.0
2008-04-25,83.38,85.25,83.38,84.84,8355000.0,0.0,1.0,63.70242379098843,65.13110611875467,63.70242379098843,64.81786560838881,8355000.0
2008-04-28,85.01,85.64,84.28,84.98,5378900.0,0.0,1.0,64.94774582000393,65.42906660422463,64.39002491130374,64.92482578266008,5378900.0
2008-04-29,84.54,86.45,84.54,85.53,4485300.0,0.0,1.0,64.58866523495038,66.0479076125084,64.58866523495038,65.3450264672972,4485300.0
2008-04-30,85.83,86.18,84.63,84.86,5220600.0,0.0,1.0,65.57422684073563,65.84162727641382,64.65742534698191,64.8331456332847,5220600.0
2008-05-01,85.05,85.48,84.57,85.41,5083200.0,0.0,1.0,64.9783058697957,65.30682640505746,64.61158527229422,65.25334631792182,5083200.0
2008-05-02,86.32,86.5,84.98,85.69,3784500.0,0.0,1.0,65.94858745068507,66.08610767474813,64.92482578266008,65.46726666646437,3784500.0
2008-05-05,85.32,86.07,85.0,85.92,3886400.0,0.0,1.0,65.1845862058903,65.75758713948638,64.94010580755598,65.64298695276717,3886400.0
2008-05-06,85.59,86.21,85.13,86.15,5079200.0,0.0,1.0,65.39086654198489,65.86454731375765,65.0394259693793,65.81870723906997,5079200.0
2008-05-07,86.03,86.1,84.42,84.55,5060300.0,0.4,1.0,66.03797695173928,66.09171004934036,64.80211570691422,64.90190574531624,5060300.0
2008-05-08,84.71,85.2,84.0,84.76,3671600.0,0.0,1.0,65.02472425411872,65.40085593732636,64.47971712130767,65.06310503811952,3671600.0
2008-05-09,84.43,84.75,83.75,84.06,3328200.0,0.0,1.0,64.80979186371438,65.05542888131936,64.28781320130378,64.52577406210861,3328200.0
2008-05-12,84.4,85.0,83.28,84.8,5367400.0,0.0,1.0,64.7867633933139,65.24733280132324,63.92703383169647,65.09380966532012,5367400.0
2008-05-13,84.14,85.29,84.11,85.08,4292400.0,0.0,1.0,64.58718331650985,65.46994134852777,64.56415484610939,65.3087420557245,4292400.0
2008-05-14,85.3,86.67,85.08,85.69,4909900.0,0.0,1.0,65.47761750532791,66.52925098694924,65.3087420557245,65.77698762053399,4909900.0
2008-05-15,85.71,86.14,85.0,85.55,6006300.0,0.0,1.0,65.79233993413429,66.12241467654098,65.24733280132324,65.66952142533181,6006300.0
2008-05-16,85.84,85.84,84.74,85.17,7129900.0,0.0,1.0,65.89212997253632,65.89212997253632,65.04775272451919,65.3778274669259,7129900.0
2008-05-19,85.56,88.29,85.0,87.07,7176300.0,0.0,1.0,65.67719758213197,67.77278838857447,65.24733280132324,66.83629725895547,7176300.0
2008-05-20,87.05,87.05,84.61,85.14,5698000.0,0.0,1.0,66.82094494535515,66.82094494535515,64.94796268611717,65.35479899652542,5698000.0
2008-05-21,85.41,85.6,80.78,81.19,10847200.0,0.0,1.0,65.56205523012963,65.70790220933257,62.007994631657546,62.32271706046393,10847200.0
2008-05-22,81.05,81.72,80.55,81.41,6333300.0,0.0,1.0,62.21525086526175,62.72955337087218,61.83144302525397,62.491592510067356,6333300.0
2008-05-23,81.21,82.09,80.85,81.48,4476600.0,0.0,1.0,62.33806937406424,63.013571172477945,62.061727729258635,62.545325607668445,4476600.0
2008-05-27,81.6,83.3,81.6,82.87,4528900.0,0.0,1.0,62.63743948927031,63.94238614529678,62.63743948927031,63.612311402890086,4528900.0
2008-05-28,83.25,83.25,81.08,82.13,4135400.0,0.0,1.0,63.904005361296,63.904005361296,62.23827933566222,63.04427579967856,4135400.0
2008-05-29,81.82,83.0,81.05,82.11,3465200.0,0.0,1.0,62.80631493887373,63.712101441292106,62.21525086526175,63.028923486078256,3465200.0
2008-05-30,82.4,82.9401,81.01,82.77,4660200.0,0.0,1.0,63.25153203328277,63.66612126205918,62.18454623806113,63.53554983488853,4660200.0
2008-06-02,82.61,82.61,80.47,81.15,4492000.0,0.0,1.0,63.41273132608604,63.41273132608604,61.77003377085272,62.29201243326331,4492000.0
2008-06-03,81.5,81.8,77.3,78.12,10185000.0,0.0,1.0,62.560677921268756,62.79096262527342,59.33669206520337,59.96613692281614,10185000.0
2008-06-04,77.54,78.82,77.48,78.02,6750100.0,0.0,1.0,59.520919828407116,60.50346789882703,59.47486288760618,59.889375354814575,6750100.0
2008-06-05,78.19,78.2,76.8,77.31,5787700.0,0.0,1.0,60.01987002041723,60.02754617721739,58.95288422519559,59.34436822200353,5787700.0
2008-06-06,76.54,76.57,73.0,73.16,12786400.0,0.0,1.0,58.75330414839155,58.776332618792004,56.03594464113643,56.15876314993892,12786400.0
2008-06-09,73.64,74.12,73.14,73.95,6629000.0,0.0,1.0,56.52721867634639,56.895674202753874,56.14341083633861,56.765179537151226,6629000.0
2008-06-10,73.46,74.11,72.76,73.67,5675000.0,0.0,1.0,56.38904785394359,56.887998045953715,55.8517168779327,56.55024714674686,5675000.0
2008-06-11,73.44,73.77,72.93,73.31,6544800.0,0.0,1.0,56.37369554034328,56.62700871474841,55.98221154353535,56.27390550194126,6544800.0
2008-06-12,74.01,77.05,73.79,74.12,9794900.0,0.0,1.0,56.81123647795216,59.14478814519948,56.64236102834874,56.895674202753874,9794900.0
2008-06-13,74.76,75.49,74.38,75.12,6087100.0,0.0,1.0,57.386948237963836,57.94730768437519,57.09525427955791,57.66328988276944,6087100.0
2008-06-16,74.77,75.45,74.03,75.02,3481100.0,0.0,1.0,57.39462439476399,57.91660305717458,56.82658879155247,57.586528314767875,3481100.0
2008-06-17,75.38,75.5,73.81,74.38,6503700.0,0.0,1.0,57.86286995957348,57.95498384117535,56.65771334194904,57.09525427955791,6503700.0
2008-06-18,73.37,76.34,73.37,74.65,11534700.0,0.0,1.0,56.319962442742195,58.59978101238843,56.319962442742195,57.302510513162126,11534700.0
2008-06-19,75.05,77.21,74.68,76.95,7539700.0,0.0,1.0,57.609556785168344,59.267606654001966,57.325538983562595,59.06802657719793,7539700.0
2008-06-20,76.11,77.8,75.66,75.83,8868600.0,0.0,1.0,58.42322940598485,59.720499905211156,58.07780234997784,58.208297015580484,8868600.0
2008-06-23,76.23,76.48,75.12,75.59,4036600.0,0.0,1.0,58.51534328758672,58.70724720759061,57.66328988276944,58.024069252376755,4036600.0
2008-06-24,75.17,75.61,74.13,74.79,4949800.0,0.0,1.0,57.70167066677021,58.039421565977065,56.90335035955402,57.409976708364304,4949800.0
2008-06-25,72.06,72.79,69.16,69.64,21124600.0,0.0,1.0,55.3143859019218,55.87474534833317,53.088300429876654,53.45675595628413,21124600.0
2008-06-26,68.75,70.39,68.05,68.21,10984200.0,0.0,1.0,52.77357800107027,54.0324677162958,52.23624702505937,52.35906553386186,10984200.0
2008-06-27,67.74,67.93,66.38,66.92,10369500.0,0.0,1.0,51.998286164254544,52.14413314345751,50.95432883943337,51.368841306641784,10369500.0
2008-06-30,66.63,66.75,65.55,65.72,8562400.0,0.0,1.0,51.14623275943726,51.238346641039136,50.31720782502045,50.4477024906231,8562400.0
2008-07-01,64.95,66.22,64.56,65.45,9758400.0,0.0,1.0,49.85663841701112,50.831510330630884,49.557268301805045,50.2404462570189,9758400.0
2008-07-02,65.82,65.99,63.9,63.9,10136400.0,0.0,1.0,50.52446405862465,50.6549587242273,49.050641952994766,49.050641952994766,10136400.0
2008-07-03,64.01,64.6,63.54,64.47,4058400.0,0.0,1.0,49.13507967779648,49.58797292900566,48.77430030818916,49.48818289060364,4058400.0
2008-07-07,64.66,65.69,63.57,64.29,6175400.0,0.0,1.0,49.6340298698066,50.42467402022263,48.79732877858963,49.35001206820085,6175400.0
2008-07-08,64.43,66.0,64.21,65.92,6689800.0,0.0,1.0,49.457478263403026,50.66263488102746,49.28860281379959,50.60122562662622,6689800.0
2008-07-09,66.06,67.23,65.32,65.59,9614900.0,0.0,1.0,50.708691821828396,51.60680216744661,50.14065621861687,50.34791245222108,9614900.0
2008-07-10,65.95,66.5,65.01,65.99,7304100.0,0.0,1.0,50.624254097026686,51.04644272103524,49.90269535781205,50.6549587242273,7304100.0
2008-07-11,65.35,65.35,62.86,63.28,9787400.0,0.0,1.0,50.16368468901734,50.16368468901734,48.25232164577858,48.574720231385115,9787400.0
2008-07-14,64.4,64.4,62.63,63.19,5545500.0,0.0,1.0,49.43444979300256,49.43444979300256,48.075770039375,48.505634820183715,5545500.0
2008-07-15,62.06,64.36,62.02,63.88,7925200.0,0.0,1.0,47.63822910176612,49.40374516580193,47.6075244745655,49.035289639394456,7925200.0
2008-07-16,63.91,65.68,63.5,65.58,5644100.0,0.0,1.0,49.05831810979492,50.41699786342248,48.74359568098854,50.34023629542092,5644100.0
2008-07-17,66.05,67.22,65.05,66.92,7105200.0,0.0,1.0,50.70101566502824,51.59912601064645,49.93339998501267,51.368841306641784,7105200.0
2008-07-18,67.11,68.34,66.54,68.14,8452100.0,0.0,1.0,51.51468828584474,52.45885557226389,51.07714734823587,52.30533243626078,8452100.0
2008-07-21,68.5,68.91,67.3,68.24,5025700.0,0.0,1.0,52.58167408106638,52.89639650987276,51.6605352650477,52.38209400426233,5025700.0
2008-07-22,68.58,69.5,67.76,69.26,6168500.0,0.0,1.0,52.64308333546762,53.34928976108195,52.01363847785486,53.16506199787821,6168500.0
2008-07-23,67.32,68.01,65.62,66.72,11043900.0,0.0,1.0,51.675887578648,52.20554239785876,50.37094092262155,51.21531817063867,11043900.0
2008-07-24,65.6,66.091,62.05,62.53,14072900.0,0.0,1.0,50.355588609021225,50.73248790790887,47.63055294496596,47.99900847137344,14072900.0
2008-07-25,63.0,64.14,62.34,63.83,9167400.0,0.0,1.0,48.35978784098076,49.2348697161985,47.853161492170486,48.99690885539368,9167400.0
2008-07-28,63.82,64.06,62.26,62.34,6253100.0,0.0,1.0,48.989232698593526,49.17346046179726,47.79175223776924,47.853161492170486,6253100.0
2008-07-29,62.64,63.5,62.32,63.21,5620700.0,0.0,1.0,48.08344619617515,48.74359568098854,47.83780917857017,48.520987133784026,5620700.0
2008-07-30,63.59,63.93,63.0,63.82,6011000.0,0.0,1.0,48.81268109218995,49.073670423395235,48.35978784098076,48.989232698593526,6011000.0
2008-07-31,63.0,63.0,61.01,61.11,10585300.0,0.0,1.0,48.35978784098076,48.35978784098076,46.832232637749776,46.908994205751334,10585300.0
2008-08-01,61.39,62.28,60.77,62.01,7016800.0,0.0,1.0,47.12392659615569,47.80710455136955,46.64800487454605,47.59984831776534,7016800.0
2008-08-04,62.08,62.33,61.13,61.36,6074500.0,0.0,1.0,47.65358141536643,47.84548533537033,46.924346519351644,47.10089812575522,6074500.0
2008-08-05,61.87,65.68,61.86,65.2,8941000.0,0.0,1.0,47.492382122563164,50.41699786342248,47.48470596576301,50.04854233701501,8941000.0
2008-08-06,64.9,66.02,64.0,65.4,6240000.0,0.4,1.0,50.122956456453835,50.987944302851794,49.42787693702689,50.509111745024356,6240000.0
2008-08-07,65.06,66.18,64.65,64.69,7389300.0,0.0,1.0,50.2465261487964,51.11151399519437,49.929878812168575,49.96077123525421,7389300.0
2008-08-08,64.87,68.75,64.31,67.86,10088400.0,0.0,1.0,50.0997871391396,53.09635217844685,49.66729321594061,52.40899576479132,10088400.0
2008-08-11,67.89,67.9,66.21,66.62,6875200.0,0.0,1.0,52.432165082105556,52.43988818787697,51.13468331250859,51.45133064913643,6875200.0
2008-08-12,66.89,66.95,65.57,65.93,6422200.0,0.0,1.0,51.65985450496451,51.706193139592976,50.640404543138324,50.91843635090911,6422200.0
2008-08-13,66.07,66.23,64.0,64.26,8990000.0,0.0,1.0,51.026559831708845,51.15012952405142,49.42787693702689,49.62867768708357,8990000.0
2008-08-14,63.74,65.43,63.45,64.77,9356600.0,0.0,1.0,49.227076186970216,50.53228106233859,49.003106119599316,50.02255608142549,9356600.0
2008-08-15,64.77,65.33,63.82,64.45,7672600.0,0.0,1.0,50.02255608142549,50.455050004624475,49.2888610331415,49.77541669674036,7672600.0
2008-08-18,64.5,65.22,63.18,63.64,4903400.0,0.0,1.0,49.81403222559741,50.37009584113896,48.79458226377123,49.149845129256114,4903400.0
2008-08-19,63.48,64.19,62.62,62.95,8101400.0,0.0,1.0,49.026275436913544,49.574615946683686,48.36208834057224,48.616950831028795,8101400.0
2008-08-20,62.99,63.97,62.21,63.21,3964400.0,0.0,1.0,48.647843254114434,49.40470761971265,48.04544100394442,48.81775158108546,3964400.0
2008-08-21,62.97,63.79,62.21,63.55,4048500.0,0.0,1.0,48.63239704257161,49.265691715827266,48.04544100394442,49.08033717731342,4048500.0
2008-08-22,63.94,65.71,63.51,65.55,5490800.0,0.0,1.0,49.381538302398425,50.74852802393807,49.04944475422777,50.62495833159551,5490800.0
2008-08-25,64.91,65.49,63.58,64.07,4578300.0,0.0,1.0,50.13067956222524,50.57861969696704,49.103506494627645,49.481938677426754,4578300.0
2008-08-26,64.09,64.39,62.87,63.46,4488800.0,0.0,1.0,49.497384888969584,49.729078062111896,48.5551659848575,49.01082922537072,4488800.0
2008-08-27,63.57,65.2,63.2,64.52,4034300.0,0.0,1.0,49.09578338885624,50.354649629596146,48.810028475314056,49.829478437140224,4034300.0
2008-08-28,64.78,66.98,64.26,66.34,4448600.0,0.0,1.0,50.0302791871969,51.729362456907204,49.62867768708357,51.235083687536935,4448600.0
2008-08-29,66.25,66.43,65.1,65.56,3912800.0,0.0,1.0,51.16557573559424,51.30459163947963,50.27741857188203,50.63268143736692,3912800.0
2008-09-02,67.0,68.47,65.43,65.87,6464200.0,0.0,1.0,51.74480866845002,52.88010521684736,50.53228106233859,50.87209771628064,6464200.0
2008-09-03,65.69,67.08,64.14,66.07,5252900.0,0.0,1.0,50.733081812395255,51.806593514621305,49.536000417826635,51.026559831708845,5252900.0
2008-09-04,65.01,65.3,62.04,63.03,10921800.0,0.0,1.0,50.20791061993935,50.43188068731025,47.914148205830436,48.67873567720007,10921800.0
2008-09-05,62.52,63.49,61.89,62.89,5608800.0,0.0,1.0,48.28485728285814,49.033998542684955,47.798301619259284,48.570612196400326,5608800.0
2008-09-08,62.47,64.07,61.86,63.91,8309100.0,0.0,1.0,48.24624175400109,49.481938677426754,47.77513230194505,49.35836898508419,8309100.0
2008-09-09,63.92,65.22,63.92,64.02,7752800.0,0.0,1.0,49.3660920908556,50.37009584113896,49.3660920908556,49.443323148569704,7752800.0
2008-09-10,63.58,63.81,61.58,61.71,9138500.0,0.0,1.0,49.103506494627645,49.28113792737009,47.558885340345554,47.6592857153739,9138500.0
2008-09-11,61.13,62.71,61.13,62.57,6101100.0,0.0,1.0,47.21134558063209,48.43159629251494,47.21134558063209,48.32347281171519,6101100.0
2008-09-12,62.38,63.42,61.7,63.3,5084500.0,0.0,1.0,48.17673380205839,48.97993680228508,47.651562609602486,48.88725953302816,5084500.0
2008-09-15,61.81,62.8,61.0,62.25,9809800.0,0.0,1.0,47.736516773088,48.50110424445763,47.110945205603755,48.07633342703006,9809800.0
2008-09-16,61.02,63.0,60.16,61.72,8591700.0,0.0,1.0,47.12639141714658,48.655566359885846,46.46220432080527,47.6670088211453,8591700.0
2008-09-17,60.88,61.0,56.43,57.0,14830200.0,0.0,1.0,47.01826793634683,47.110945205603755,43.58148586806917,44.021702897039575,14830200.0
2008-09-18,57.69,58.66,54.2,58.11,14031600.0,0.0,1.0,44.55459719526689,45.3037384550937,41.859233281044645,44.87896763766613,14031600.0
2008-09-19,60.74,61.0,57.6,59.76,10863200.0,0.0,1.0,46.91014445554708,47.110945205603755,44.4850892433242,46.15328008994886,10863200.0
2008-09-22,59.33,60.41,58.26,58.81,6031400.0,0.0,1.0,45.821186541778204,46.65528196509053,44.99481422423729,45.41958504166487,6031400.0
2008-09-23,58.91,60.39,57.19,57.31,6634600.0,0.0,1.0,45.49681609937897,46.639835753547715,44.168441906696366,44.2611191759533,6634600.0
2008-09-24,57.54,58.87,56.93,57.36,5484100.0,0.0,1.0,44.438750608695734,45.46592367629332,43.9676411566397,44.29973470481035,5484100.0
